Date,Open,High,Low,Close,GAP up/down,Range,O-C,C-C,LOD>P.Close,P.Close>High,,,
4/1/15,"2,067.63","2,067.63","2,048.38","2,059.69",-0.26,19.25,-7.94,-8.2,-19.51,0.26,,,
4/2/15,"2,060.03","2,072.17","2,057.32","2,066.96",0.34,14.85,6.93,7.27,-2.37,-12.48,,,
4/6/15,"2,064.87","2,086.99","2,056.52","2,080.62",-2.09,30.47,15.75,13.66,-10.44,-20.03,,,
4/7/15,"2,080.79","2,089.81","2,076.10","2,076.33",0.17,13.71,-4.46,-4.29,-4.52,-9.19,,,
4/8/15,"2,076.94","2,086.69","2,073.30","2,081.90",0.61,13.39,4.96,5.57,-3.03,-10.36,,,
4/9/15,"2,081.29","2,093.31","2,074.29","2,091.18",-0.61,19.02,9.89,9.28,-7.61,-11.41,,,
4/10/15,"2,091.51","2,102.61","2,091.51","2,102.06",0.33,11.1,10.55,10.88,0.33,-11.43,,,
4/13/15,"2,102.03","2,107.65","2,092.33","2,092.43",-0.03,15.32,-9.6,-9.63,-9.73,-5.59,,,
4/14/15,"2,092.28","2,098.62","2,083.24","2,095.84",-0.15,15.38,3.56,3.41,-9.19,-6.19,,,
4/15/15,"2,097.82","2,111.91","2,097.82","2,106.63",1.98,14.09,8.81,10.79,1.98,-16.07,,,
4/16/15,"2,105.96","2,111.30","2,100.02","2,104.99",-0.67,11.28,-0.97,-1.64,-6.61,-4.67,,,
4/17/15,"2,102.58","2,102.58","2,072.37","2,081.18",-2.41,30.21,-21.4,-23.81,-32.62,2.41,,,
4/20/15,"2,084.11","2,103.94","2,084.11","2,100.40",2.93,19.83,16.29,19.22,2.93,-22.76,,,
4/21/15,"2,102.82","2,109.64","2,094.38","2,097.29",2.42,15.26,-5.53,-3.11,-6.02,-9.24,,,
4/22/15,"2,098.27","2,109.98","2,091.05","2,107.96",0.98,18.93,9.69,10.67,-6.24,-12.69,,,
4/23/15,"2,107.21","2,120.49","2,103.19","2,112.93",-0.75,17.3,5.72,4.97,-4.77,-12.53,,,
4/24/15,"2,112.80","2,120.92","2,112.80","2,117.69",-0.13,8.12,4.89,4.76,-0.13,-7.99,,,
4/27/15,"2,119.29","2,125.92","2,107.04","2,108.92",1.6,18.88,-10.37,-8.77,-10.65,-8.23,,,
4/28/15,"2,108.35","2,116.09","2,094.89","2,114.76",-0.57,21.2,6.41,5.84,-14.03,-7.17,,,
4/29/15,"2,112.49","2,113.65","2,097.41","2,106.85",-2.27,16.24,-5.64,-7.91,-17.35,1.11,,,
4/30/15,"2,105.52","2,105.52","2,077.59","2,085.51",-1.33,27.93,-20.01,-21.34,-29.26,1.33,,,
5/1/15,"2,087.38","2,108.41","2,087.38","2,108.29",1.87,21.03,20.91,22.78,1.87,-22.9,,,
5/4/15,"2,110.23","2,120.95","2,110.23","2,114.49",1.94,10.72,4.26,6.2,1.94,-12.66,,,
5/5/15,"2,112.63","2,115.24","2,088.46","2,089.46",-1.86,26.78,-23.17,-25.03,-26.03,-0.75,,,
5/6/15,"2,091.26","2,098.42","2,067.93","2,080.15",1.8,30.49,-11.11,-9.31,-21.53,-8.96,,,
5/7/15,"2,079.96","2,092.90","2,074.99","2,088.00",-0.19,17.91,8.04,7.85,-5.16,-12.75,,,
5/8/15,"2,092.13","2,117.66","2,092.13","2,116.10",4.13,25.53,23.97,28.1,4.13,-29.66,,,
5/11/15,"2,115.56","2,117.69","2,104.58","2,105.33",-0.54,13.11,-10.23,-10.77,-11.52,-1.59,,,
5/12/15,"2,102.87","2,105.06","2,085.57","2,099.12",-2.46,19.49,-3.75,-6.21,-19.76,0.27,,,
5/13/15,"2,099.62","2,110.19","2,096.04","2,098.48",0.5,14.15,-1.14,-0.64,-3.08,-11.07,,,
5/14/15,"2,100.43","2,121.45","2,100.43","2,121.10",1.95,21.02,20.67,22.62,1.95,-22.97,,,
5/15/15,"2,122.07","2,123.89","2,116.79","2,122.73",0.97,7.1,0.66,1.63,-4.31,-2.79,,,
5/18/15,"2,121.30","2,131.78","2,120.01","2,129.20",-1.43,11.77,7.9,6.47,-2.72,-9.05,,,
5/19/15,"2,129.45","2,133.02","2,124.50","2,127.83",0.25,8.52,-1.62,-1.37,-4.7,-3.82,,,
5/20/15,"2,127.79","2,134.72","2,122.59","2,125.85",-0.04,12.13,-1.94,-1.98,-5.24,-6.89,,,
5/21/15,"2,125.55","2,134.28","2,122.95","2,130.82",-0.3,11.33,5.27,4.97,-2.9,-8.43,,,
5/22/15,"2,130.36","2,132.15","2,126.06","2,126.06",-0.46,6.09,-4.3,-4.76,-4.76,-1.33,,,
5/26/15,"2,125.34","2,125.34","2,099.18","2,104.20",-0.72,26.16,-21.14,-21.86,-26.88,0.72,,,
5/27/15,"2,105.13","2,126.22","2,105.13","2,123.48",0.93,21.09,18.35,19.28,0.93,-22.02,,,
5/28/15,"2,122.27","2,122.27","2,112.86","2,120.79",-1.21,9.41,-1.48,-2.69,-10.62,1.21,,,
5/29/15,"2,120.66","2,120.66","2,104.89","2,107.39",-0.13,15.77,-13.27,-13.4,-15.9,0.13,,,
6/1/15,"2,108.64","2,119.15","2,102.54","2,111.73",1.25,16.61,3.09,4.34,-4.85,-11.76,,,
6/2/15,"2,110.41","2,117.59","2,099.14","2,109.60",-1.32,18.45,-0.81,-2.13,-12.59,-5.86,,,
6/3/15,"2,110.64","2,121.92","2,109.61","2,114.07",1.04,12.31,3.43,4.47,0.01,-12.32,,,
6/4/15,"2,112.35","2,112.89","2,093.23","2,095.84",-1.72,19.66,-16.51,-18.23,-20.84,1.18,,,
6/5/15,"2,095.09","2,100.99","2,085.67","2,092.83",-0.75,15.32,-2.26,-3.01,-10.17,-5.15,,,
6/8/15,"2,092.34","2,093.01","2,079.11","2,079.28",-0.49,13.9,-13.06,-13.55,-13.72,-0.18,,,
6/9/15,"2,079.07","2,085.62","2,072.14","2,080.15",-0.21,13.48,1.08,0.87,-7.14,-6.34,,,
6/10/15,"2,081.12","2,108.50","2,081.12","2,105.20",0.97,27.38,24.08,25.05,0.97,-28.35,,,
6/11/15,"2,106.24","2,115.02","2,106.24","2,108.86",1.04,8.78,2.62,3.66,1.04,-9.82,,,
6/12/15,"2,107.43","2,107.43","2,091.33","2,094.11",-1.43,16.1,-13.32,-14.75,-17.53,1.43,,,
6/15/15,"2,091.34","2,091.34","2,072.49","2,084.43",-2.77,18.85,-6.91,-9.68,-21.62,2.77,,,
6/16/15,"2,084.26","2,097.40","2,082.10","2,096.29",-0.17,15.3,12.03,11.86,-2.33,-12.97,,,
6/17/15,"2,097.40","2,106.79","2,088.86","2,100.44",1.11,17.93,3.04,4.15,-7.43,-10.5,,,
6/18/15,"2,101.58","2,126.65","2,101.58","2,121.24",1.14,25.07,19.66,20.8,1.14,-26.21,,,
6/19/15,"2,121.06","2,121.64","2,109.45","2,109.99",-0.18,12.19,-11.07,-11.25,-11.79,-0.4,,,
6/22/15,"2,112.50","2,129.87","2,112.50","2,122.85",2.51,17.37,10.35,12.86,2.51,-19.88,,,
6/23/15,"2,123.16","2,128.03","2,119.89","2,124.20",0.31,8.14,1.04,1.35,-2.96,-5.18,,,
6/24/15,"2,123.65","2,125.10","2,108.58","2,108.58",-0.55,16.52,-15.07,-15.62,-15.62,-0.9,,,
6/25/15,"2,109.96","2,116.04","2,101.78","2,102.31",1.38,14.26,-7.65,-6.27,-6.8,-7.46,,,
6/26/15,"2,102.62","2,108.92","2,095.38","2,101.49",0.31,13.54,-1.13,-0.82,-6.93,-6.61,,,
6/29/15,"2,098.63","2,098.63","2,056.64","2,057.64",-2.86,41.99,-40.99,-43.85,-44.85,2.86,,,
6/30/15,"2,061.19","2,074.28","2,056.32","2,063.11",3.55,17.96,1.92,5.47,-1.32,-16.64,,,
7/1/15,"2,067.00","2,082.78","2,067.00","2,077.42",3.89,15.78,10.42,14.31,3.89,-19.67,,,
7/2/15,"2,078.03","2,085.06","2,071.02","2,076.78",0.61,14.04,-1.25,-0.64,-6.4,-7.64,,,
7/6/15,"2,073.95","2,078.61","2,058.40","2,068.76",-2.83,20.21,-5.19,-8.02,-18.38,-1.83,,,
7/7/15,"2,069.52","2,083.74","2,044.02","2,081.34",0.76,39.72,11.82,12.58,-24.74,-14.98,,,
7/8/15,"2,077.66","2,077.66","2,044.66","2,046.68",-3.68,33,-30.98,-34.66,-36.68,3.68,,,
7/9/15,"2,049.73","2,074.28","2,049.73","2,051.31",3.05,24.55,1.58,4.63,3.05,-27.6,,,
7/10/15,"2,052.74","2,081.31","2,052.74","2,076.62",1.43,28.57,23.88,25.31,1.43,-30,,,
7/13/15,"2,080.03","2,100.67","2,080.03","2,099.60",3.41,20.64,19.57,22.98,3.41,-24.05,,,
7/14/15,"2,099.72","2,111.98","2,098.18","2,108.95",0.12,13.8,9.23,9.35,-1.42,-12.38,,,
7/15/15,"2,109.01","2,114.14","2,102.49","2,107.40",0.06,11.65,-1.61,-1.55,-6.46,-5.19,,,
7/16/15,"2,110.55","2,124.42","2,110.55","2,124.29",3.15,13.87,13.74,16.89,3.15,-17.02,,,
7/17/15,"2,126.80","2,128.91","2,119.88","2,126.64",2.51,9.03,-0.16,2.35,-4.41,-4.62,,,
7/20/15,"2,126.85","2,132.82","2,123.65","2,128.28",0.21,9.17,1.43,1.64,-2.99,-6.18,,,
7/21/15,"2,127.55","2,128.49","2,115.40","2,119.21",-0.73,13.09,-8.34,-9.07,-12.88,-0.21,,,
7/22/15,"2,118.21","2,118.51","2,110.00","2,114.15",-1,8.51,-4.06,-5.06,-9.21,0.7,,,
7/23/15,"2,114.16","2,116.87","2,098.63","2,102.15",0.01,18.24,-12.01,-12,-15.52,-2.72,,,
7/24/15,"2,102.24","2,106.01","2,077.09","2,079.65",0.09,28.92,-22.59,-22.5,-25.06,-3.86,,,
7/27/15,"2,078.19","2,078.19","2,063.52","2,067.64",-1.46,14.67,-10.55,-12.01,-16.13,1.46,,,
7/28/15,"2,070.75","2,095.60","2,069.09","2,093.25",3.11,26.51,22.5,25.61,1.45,-27.96,,,
7/29/15,"2,094.70","2,110.60","2,094.08","2,108.57",1.45,16.52,13.87,15.32,0.83,-17.35,,,
7/30/15,"2,106.78","2,110.48","2,094.97","2,108.63",-1.79,15.51,1.85,0.06,-13.6,-1.91,,,
7/31/15,"2,111.60","2,114.24","2,102.07","2,103.84",2.97,12.17,-7.76,-4.79,-6.56,-5.61,,,
8/3/15,"2,104.49","2,105.70","2,087.31","2,098.04",0.65,18.39,-6.45,-5.8,-16.53,-1.86,,,
8/4/15,"2,097.68","2,102.51","2,088.60","2,093.32",-0.36,13.91,-4.36,-4.72,-9.44,-4.47,,,
8/5/15,"2,095.27","2,112.66","2,095.27","2,099.84",1.95,17.39,4.57,6.52,1.95,-19.34,,,
8/6/15,"2,100.75","2,103.32","2,075.53","2,083.56",0.91,27.79,-17.19,-16.28,-24.31,-3.48,,,
8/7/15,"2,082.61","2,082.61","2,067.91","2,077.57",-0.95,14.7,-5.04,-5.99,-15.65,0.95,,,
8/10/15,"2,080.98","2,105.35","2,080.98","2,104.18",3.41,24.37,23.2,26.61,3.41,-27.78,,,
8/11/15,"2,102.66","2,102.66","2,076.49","2,084.07",-1.52,26.17,-18.59,-20.11,-27.69,1.52,,,
8/12/15,"2,081.10","2,089.06","2,052.09","2,086.05",-2.97,36.97,4.95,1.98,-31.98,-4.99,,,
8/13/15,"2,086.19","2,092.93","2,078.26","2,083.39",0.14,14.67,-2.8,-2.66,-7.79,-6.88,,,
8/14/15,"2,083.15","2,092.45","2,080.61","2,091.54",-0.24,11.84,8.39,8.15,-2.78,-9.06,,,
8/17/15,"2,089.70","2,102.87","2,079.30","2,102.44",-1.84,23.57,12.74,10.9,-12.24,-11.33,,,
8/18/15,"2,101.99","2,103.47","2,094.14","2,096.92",-0.45,9.33,-5.07,-5.52,-8.3,-1.03,,,
8/19/15,"2,095.69","2,096.17","2,070.53","2,079.61",-1.23,25.64,-16.08,-17.31,-26.39,0.75,,,
8/20/15,"2,076.61","2,076.61","2,035.73","2,035.73",-3,40.88,-40.88,-43.88,-43.88,3,,,
8/21/15,"2,034.08","2,034.08","1,970.89","1,970.89",-1.65,63.19,-63.19,-64.84,-64.84,1.65,,,
8/24/15,"1,965.15","1,965.15","1,867.01","1,893.21",-5.74,98.14,-71.94,-77.68,-103.88,5.74,,,
8/25/15,"1,898.08","1,948.04","1,867.08","1,867.61",4.87,80.96,-30.47,-25.6,-26.13,-54.83,,,
8/26/15,"1,872.75","1,943.09","1,872.75","1,940.51",5.14,70.34,67.76,72.9,5.14,-75.48,,,
8/27/15,"1,942.77","1,989.60","1,942.77","1,987.66",2.26,46.83,44.89,47.15,2.26,-49.09,,,
8/28/15,"1,986.06","1,993.48","1,975.19","1,988.87",-1.6,18.29,2.81,1.21,-12.47,-5.82,,,
8/31/15,"1,986.73","1,986.73","1,965.98","1,972.18",-2.14,20.75,-14.55,-16.69,-22.89,2.14,,,
9/1/15,"1,970.09","1,970.09","1,903.07","1,913.85",-2.09,67.02,-56.24,-58.33,-69.11,2.09,,,
9/2/15,"1,916.52","1,948.91","1,916.52","1,948.86",2.67,32.39,32.34,35.01,2.67,-35.06,,,
9/3/15,"1,950.79","1,975.01","1,944.72","1,951.13",1.93,30.29,0.34,2.27,-4.14,-26.15,,,
9/4/15,"1,947.76","1,947.76","1,911.21","1,921.22",-3.37,36.55,-26.54,-29.91,-39.92,3.37,,,
9/8/15,"1,927.30","1,970.42","1,927.30","1,969.41",6.08,43.12,42.11,48.19,6.08,-49.2,,,
9/9/15,"1,971.45","1,988.63","1,937.88","1,942.04",2.04,50.75,-29.41,-27.37,-31.53,-19.22,,,
9/10/15,"1,941.59","1,965.29","1,937.19","1,952.29",-0.45,28.1,10.7,10.25,-4.85,-23.25,,,
9/11/15,"1,951.45","1,961.05","1,939.19","1,961.05",-0.84,21.86,9.6,8.76,-13.1,-8.76,,,
9/14/15,"1,963.06","1,963.06","1,948.27","1,953.03",2.01,14.79,-10.03,-8.02,-12.78,-2.01,,,
9/15/15,"1,955.10","1,983.19","1,954.30","1,978.09",2.07,28.89,22.99,25.06,1.27,-30.16,,,
9/16/15,"1,978.02","1,997.26","1,977.93","1,995.31",-0.07,19.33,17.29,17.22,-0.16,-19.17,,,
9/17/15,"1,995.33","2,020.86","1,986.73","1,990.20",0.02,34.13,-5.13,-5.11,-8.58,-25.55,,,
9/18/15,"1,989.66","1,989.66","1,953.45","1,958.03",-0.54,36.21,-31.63,-32.17,-36.75,0.54,,,
9/21/15,"1,960.84","1,979.64","1,955.80","1,966.97",2.81,23.84,6.13,8.94,-2.23,-21.61,,,
9/22/15,"1,961.39","1,961.39","1,929.22","1,942.74",-5.58,32.17,-18.65,-24.23,-37.75,5.58,,,
9/23/15,"1,943.24","1,949.52","1,932.57","1,938.76",0.5,16.95,-4.48,-3.98,-10.17,-6.78,,,
9/24/15,"1,934.81","1,937.17","1,908.92","1,932.24",-3.95,28.25,-2.57,-6.52,-29.84,1.59,,,
9/25/15,"1,935.93","1,952.89","1,921.50","1,931.34",3.69,31.39,-4.59,-0.9,-10.74,-20.65,,,
9/28/15,"1,929.18","1,929.18","1,879.21","1,881.77",-2.16,49.97,-47.41,-49.57,-52.13,2.16,,,
9/29/15,"1,881.90","1,899.48","1,871.91","1,884.09",0.13,27.57,2.19,2.32,-9.86,-17.71,,,
9/30/15,"1,887.14","1,920.53","1,887.14","1,920.03",3.05,33.39,32.89,35.94,3.05,-36.44,,,
10/1/15,"1,919.65","1,927.21","1,900.70","1,923.82",-0.38,26.51,4.17,3.79,-19.33,-7.18,,,
10/2/15,"1,921.77","1,951.36","1,893.70","1,951.36",-2.05,57.66,29.59,27.54,-30.12,-27.54,,,
10/5/15,"1,954.33","1,989.17","1,954.33","1,987.05",2.97,34.84,32.72,35.69,2.97,-37.81,,,
10/6/15,"1,986.63","1,991.62","1,971.99","1,979.92",-0.42,19.63,-6.71,-7.13,-15.06,-4.57,,,
10/7/15,"1,982.34","1,999.31","1,976.44","1,995.83",2.42,22.87,13.49,15.91,-3.48,-19.39,,,
10/8/15,"1,994.01","2,016.50","1,987.53","2,013.43",-1.82,28.97,19.42,17.6,-8.3,-20.67,,,
10/9/15,"2,013.73","2,020.13","2,007.61","2,014.89",0.3,12.52,1.16,1.46,-5.82,-6.7,,,
10/12/15,"2,015.65","2,018.66","2,010.55","2,017.46",0.76,8.11,1.81,2.57,-4.34,-3.77,,,
10/13/15,"2,015.00","2,022.34","2,001.78","2,003.69",-2.46,20.56,-11.31,-13.77,-15.68,-4.88,,,
10/14/15,"2,003.66","2,009.56","1,990.73","1,994.24",-0.03,18.83,-9.42,-9.45,-12.96,-5.87,,,
10/15/15,"1,996.47","2,024.15","1,996.47","2,023.86",2.23,27.68,27.39,29.62,2.23,-29.91,,,
10/16/15,"2,024.37","2,033.54","2,020.46","2,033.11",0.51,13.08,8.74,9.25,-3.4,-9.68,,,
10/19/15,"2,031.73","2,034.45","2,022.31","2,033.66",-1.38,12.14,1.93,0.55,-10.8,-1.34,,,
10/20/15,"2,033.13","2,039.12","2,026.61","2,030.77",-0.53,12.51,-2.36,-2.89,-7.05,-5.46,,,
10/21/15,"2,033.47","2,037.97","2,017.22","2,018.94",2.7,20.75,-14.53,-11.83,-13.55,-7.2,,,
10/22/15,"2,021.88","2,055.20","2,021.88","2,052.51",2.94,33.32,30.63,33.57,2.94,-36.26,,,
10/23/15,"2,058.19","2,079.74","2,058.19","2,075.15",5.68,21.55,16.96,22.64,5.68,-27.23,,,
10/26/15,"2,075.08","2,075.14","2,066.53","2,071.18",-0.07,8.61,-3.9,-3.97,-8.62,0.01,,,
10/27/15,"2,068.75","2,070.37","2,058.84","2,065.89",-2.43,11.53,-2.86,-5.29,-12.34,0.81,,,
10/28/15,"2,066.48","2,090.35","2,063.11","2,090.35",0.59,27.24,23.87,24.46,-2.78,-24.46,,,
10/29/15,"2,088.35","2,092.52","2,082.63","2,089.41",-2,9.89,1.06,-0.94,-7.72,-2.17,,,
10/30/15,"2,090.00","2,094.32","2,079.34","2,079.36",0.59,14.98,-10.64,-10.05,-10.07,-4.91,,,
11/2/15,"2,080.76","2,106.20","2,080.76","2,104.05",1.4,25.44,23.29,24.69,1.4,-26.84,,,
11/3/15,"2,102.63","2,116.48","2,097.51","2,109.79",-1.42,18.97,7.16,5.74,-6.54,-12.43,,,
11/4/15,"2,110.60","2,114.59","2,096.98","2,102.31",0.81,17.61,-8.29,-7.48,-12.81,-4.8,,,
11/5/15,"2,101.68","2,108.78","2,090.41","2,099.93",-0.63,18.37,-1.75,-2.38,-11.9,-6.47,,,
11/6/15,"2,098.60","2,101.91","2,083.74","2,099.20",-1.33,18.17,0.6,-0.73,-16.19,-1.98,,,
11/9/15,"2,096.56","2,096.56","2,068.24","2,078.58",-2.64,28.32,-17.98,-20.62,-30.96,2.64,,,
11/10/15,"2,077.19","2,083.67","2,069.91","2,081.72",-1.39,13.76,4.53,3.14,-8.67,-5.09,,,
11/11/15,"2,083.41","2,086.94","2,074.85","2,075.00",1.69,12.09,-8.41,-6.72,-6.87,-5.22,,,
11/12/15,"2,072.29","2,072.29","2,045.66","2,045.97",-2.71,26.63,-26.32,-29.03,-29.34,2.71,,,
11/13/15,"2,044.64","2,044.64","2,022.02","2,023.04",-1.33,22.62,-21.6,-22.93,-23.95,1.33,,,
11/16/15,"2,022.08","2,053.22","2,019.39","2,053.19",-0.96,33.83,31.11,30.15,-3.65,-30.18,,,
11/17/15,"2,053.67","2,066.69","2,045.90","2,050.44",0.48,20.79,-3.23,-2.75,-7.29,-13.5,,,
11/18/15,"2,051.99","2,085.31","2,051.99","2,083.58",1.55,33.32,31.59,33.14,1.55,-34.87,,,
11/19/15,"2,083.70","2,086.74","2,078.76","2,081.24",0.12,7.98,-2.46,-2.34,-4.82,-3.16,,,
11/20/15,"2,082.82","2,097.06","2,082.82","2,089.17",1.58,14.24,6.35,7.93,1.58,-15.82,,,
11/23/15,"2,089.41","2,095.61","2,081.39","2,086.59",0.24,14.22,-2.82,-2.58,-7.78,-6.44,,,
11/24/15,"2,084.42","2,094.12","2,070.29","2,089.14",-2.17,23.83,4.72,2.55,-16.3,-7.53,,,
11/25/15,"2,089.30","2,093.00","2,086.30","2,088.87",0.16,6.7,-0.43,-0.27,-2.84,-3.86,,,
11/27/15,"2,088.82","2,093.29","2,084.13","2,090.11",-0.05,9.16,1.29,1.24,-4.74,-4.42,,,
11/30/15,"2,090.95","2,093.81","2,080.41","2,080.41",0.84,13.4,-10.54,-9.7,-9.7,-3.7,,,
12/1/15,"2,082.93","2,103.37","2,082.93","2,102.63",2.52,20.44,19.7,22.22,2.52,-22.96,,,
12/2/15,"2,101.71","2,104.27","2,077.11","2,079.51",-0.92,27.16,-22.2,-23.12,-25.52,-1.64,,,
12/3/15,"2,080.71","2,085.00","2,042.35","2,049.62",1.2,42.65,-31.09,-29.89,-37.16,-5.49,,,
12/4/15,"2,051.24","2,093.84","2,051.24","2,091.69",1.62,42.6,40.45,42.07,1.62,-44.22,,,
12/7/15,"2,090.42","2,090.42","2,066.78","2,077.07",-1.27,23.64,-13.35,-14.62,-24.91,1.27,,,
12/8/15,"2,073.39","2,073.85","2,052.32","2,063.59",-3.68,21.53,-9.8,-13.48,-24.75,3.22,,,
12/9/15,"2,061.17","2,080.33","2,036.53","2,047.62",-2.42,43.8,-13.55,-15.97,-27.06,-16.74,,,
12/10/15,"2,047.93","2,067.65","2,045.67","2,052.23",0.31,21.98,4.3,4.61,-1.95,-20.03,,,
12/11/15,"2,047.27","2,047.27","2,008.80","2,012.37",-4.96,38.47,-34.9,-39.86,-43.43,4.96,,,
12/14/15,"2,013.37","2,022.92","1,993.26","2,021.94",1,29.66,8.57,9.57,-19.11,-10.55,,,
12/15/15,"2,025.55","2,053.87","2,025.55","2,043.41",3.61,28.32,17.86,21.47,3.61,-31.93,,,
12/16/15,"2,046.50","2,076.72","2,042.43","2,073.07",3.09,34.29,26.57,29.66,-0.98,-33.31,,,
12/17/15,"2,073.76","2,076.37","2,041.66","2,041.89",0.69,34.71,-31.87,-31.18,-31.41,-3.3,,,
12/18/15,"2,040.81","2,040.81","2,005.33","2,005.55",-1.08,35.48,-35.26,-36.34,-36.56,1.08,,,
12/21/15,"2,010.27","2,022.90","2,005.93","2,021.15",4.72,16.97,10.88,15.6,0.38,-17.35,,,
12/22/15,"2,023.15","2,042.74","2,020.49","2,038.97",2,22.25,15.82,17.82,-0.66,-21.59,,,
12/23/15,"2,042.20","2,064.73","2,042.20","2,064.29",3.23,22.53,22.09,25.32,3.23,-25.76,,,
12/24/15,"2,063.52","2,067.36","2,058.73","2,060.99",-0.77,8.63,-2.53,-3.3,-5.56,-3.07,,,
12/28/15,"2,057.77","2,057.77","2,044.20","2,056.50",-3.22,13.57,-1.27,-4.49,-16.79,3.22,,,
12/29/15,"2,060.54","2,081.56","2,060.54","2,078.36",4.04,21.02,17.82,21.86,4.04,-25.06,,,
12/30/15,"2,077.34","2,077.34","2,061.97","2,063.36",-1.02,15.37,-13.98,-15,-16.39,1.02,,,
12/31/15,"2,060.59","2,062.54","2,043.62","2,043.94",-2.77,18.92,-16.65,-19.42,-19.74,0.82,,,
1/4/16,"2,038.20","2,038.20","1,989.68","2,012.66",-5.74,48.52,-25.54,-31.28,-54.26,5.74,,,
1/5/16,"2,013.78","2,021.94","2,004.17","2,016.71",1.12,17.77,2.93,4.05,-8.49,-9.28,,,
1/6/16,"2,011.71","2,011.71","1,979.05","1,990.26",-5,32.66,-21.45,-26.45,-37.66,5,,,
1/7/16,"1,985.32","1,985.32","1,938.83","1,943.09",-4.94,46.49,-42.23,-47.17,-51.43,4.94,,,
1/8/16,"1,945.97","1,960.40","1,918.46","1,922.03",2.88,41.94,-23.94,-21.06,-24.63,-17.31,,,
1/11/16,"1,926.12","1,935.65","1,901.10","1,923.67",4.09,34.55,-2.45,1.64,-20.93,-13.62,,,
1/12/16,"1,927.83","1,947.38","1,914.35","1,938.68",4.16,33.03,10.85,15.01,-9.32,-23.71,,,
1/13/16,"1,940.34","1,950.33","1,886.41","1,890.28",1.66,63.92,-50.06,-48.4,-52.27,-11.65,,,
1/14/16,"1,891.68","1,934.47","1,878.93","1,921.84",1.4,55.54,30.16,31.56,-11.35,-44.19,,,
1/15/16,"1,916.68","1,916.68","1,857.83","1,880.33",-5.16,58.85,-36.35,-41.51,-64.01,5.16,,,
1/19/16,"1,888.66","1,901.44","1,864.60","1,881.33",8.33,36.84,-7.33,1,-15.73,-21.11,,,
1/20/16,"1,876.18","1,876.18","1,812.29","1,859.33",-5.15,63.89,-16.85,-22,-69.04,5.15,,,
1/21/16,"1,861.46","1,889.85","1,848.98","1,868.99",2.13,40.87,7.53,9.66,-10.35,-30.52,,,
1/22/16,"1,877.40","1,908.85","1,877.40","1,906.90",8.41,31.45,29.5,37.91,8.41,-39.86,,,
1/25/16,"1,906.28","1,906.28","1,875.97","1,877.08",-0.62,30.31,-29.2,-29.82,-30.93,0.62,,,
1/26/16,"1,878.79","1,906.73","1,878.79","1,903.63",1.71,27.94,24.84,26.55,1.71,-29.65,,,
1/27/16,"1,902.52","1,916.99","1,872.70","1,882.95",-1.11,44.29,-19.57,-20.68,-30.93,-13.36,,,
1/28/16,"1,885.22","1,902.96","1,873.65","1,893.36",2.27,29.31,8.14,10.41,-9.3,-20.01,,,
1/29/16,"1,894.00","1,940.24","1,894.00","1,940.24",0.64,46.24,46.24,46.88,0.64,-46.88,,,
2/1/16,"1,936.94","1,947.20","1,920.30","1,939.38",-3.3,26.9,2.44,-0.86,-19.94,-6.96,,,
2/2/16,"1,935.26","1,935.26","1,897.29","1,903.03",-4.12,37.97,-32.23,-36.35,-42.09,4.12,,,
2/3/16,"1,907.07","1,918.01","1,872.23","1,912.53",4.04,45.78,5.46,9.5,-30.8,-14.98,,,
2/4/16,"1,911.67","1,927.35","1,900.52","1,915.45",-0.86,26.83,3.78,2.92,-12.01,-14.82,,,
2/5/16,"1,913.07","1,913.07","1,872.65","1,880.05",-2.38,40.42,-33.02,-35.4,-42.8,2.38,,,
2/8/16,"1,873.25","1,873.25","1,828.46","1,853.44",-6.8,44.79,-19.81,-26.61,-51.59,6.8,,,
2/9/16,"1,848.46","1,868.25","1,834.94","1,852.21",-4.98,33.31,3.75,-1.23,-18.5,-14.81,,,
2/10/16,"1,857.10","1,881.60","1,850.32","1,851.86",4.89,31.28,-5.24,-0.35,-1.89,-29.39,,,
2/11/16,"1,847.00","1,847.00","1,810.10","1,829.08",-4.86,36.9,-17.92,-22.78,-41.76,4.86,,,
2/12/16,"1,833.40","1,864.78","1,833.40","1,864.78",4.32,31.38,31.38,35.7,4.32,-35.7,,,
2/16/16,"1,871.44","1,895.77","1,871.44","1,895.58",6.66,24.33,24.14,30.8,6.66,-30.99,,,
2/17/16,"1,898.80","1,930.68","1,898.80","1,926.82",3.22,31.88,28.02,31.24,3.22,-35.1,,,
2/18/16,"1,927.57","1,930.00","1,915.09","1,917.83",0.75,14.91,-9.74,-8.99,-11.73,-3.18,,,
2/19/16,"1,916.74","1,918.78","1,902.17","1,917.78",-1.09,16.61,1.04,-0.05,-15.66,-0.95,,,
2/22/16,"1,924.44","1,946.70","1,924.44","1,945.50",6.66,22.26,21.06,27.72,6.66,-28.92,,,
2/23/16,"1,942.38","1,942.38","1,919.44","1,921.27",-3.12,22.94,-21.11,-24.23,-26.06,3.12,,,
2/24/16,"1,917.56","1,932.08","1,891.00","1,929.80",-3.71,41.08,12.24,8.53,-30.27,-10.81,,,
2/25/16,"1,931.87","1,951.83","1,925.41","1,951.70",2.07,26.42,19.83,21.9,-4.39,-22.03,,,
